shipment_id,delivery_date,region,vehicle_type,traffic_level,distance_km,shipment_volume,promised_time_hours,delivery_time_hours,transportation_cost,on_time,delayed,distance_km_normalized,shipment_volume_normalized,delivery_time_hours_normalized,transportation_cost_normalized
SHP10171,2026-03-21,North,Van,Medium,132.3,12.0,5.85,6.59,620.08,0,1,0.28728661275831086,0.6111111111111112,0.372826786864134,0.34998044073542833
SHP10172,2026-02-03,North,Bike,Medium,232.7,12.0,7.85,11.04,908.83,0,1,0.5128032345013476,0.6111111111111112,0.6593689632968448,0.5591559090711522
SHP10173,2026-01-05,East,Truck,Medium,116.7,8.0,5.13,4.98,586.72,1,0,0.2522461814914645,0.3888888888888889,0.2691564713457824,0.3258138827313426
SHP10174,2026-06-18,North,Truck,Medium,421.3,4.0,10.83,12.31,1082.1,0,1,0.9364330637915543,0.16666666666666666,0.7411461687057309,0.6846756784167136
SHP10175,2026-02-20,East,Van,Medium,75.7,1.0,3.61,4.98,302.63,0,1,0.16015274034141957,0.0,0.2691564713457824,0.12001419857724459
SHP10176,2026-02-24,South,Van,Medium,22.1,7.0,3.14,3.44,298.68,0,1,0.03975741239892183,0.3333333333333333,0.1699935608499678,0.11715275061213254
SHP10177,2026-05-03,South,Van,Low,196.9,7.0,6.64,8.99,634.8,0,1,0.4323899371069182,0.3333333333333333,0.527366387636832,0.36064386201301046
SHP10178,2026-02-15,West,Bike,Low,446.6,4.0,11.33,11.19,1172.01,1,0,0.9932614555256065,0.16666666666666666,0.6690276883451385,0.7498080294403152
SHP10179,2026-03-09,East,Truck,Medium,401.5,5.0,10.53,11.88,1093.54,0,1,0.891958670260557,0.2222222222222222,0.7134578235672893,0.6929630112574433
SHP10180,2026-05-09,East,Bike,Medium,337.4,1.0,8.85,8.74,931.59,1,0,0.7479784366576818,0.0,0.5112685125563426,0.5756436446878486
SHP10181,2026-04-18,East,Van,High,401.1,12.0,11.22,13.17,1272.75,0,1,0.8910601976639713,0.6111111111111112,0.7965228589826143,0.8227858188087682
SHP10182,2026-04-29,North,Van,Medium,402.3,18.0,11.85,13.37,1314.25,0,1,0.8937556154537286,0.9444444444444444,0.8094011590470058,0.8528491328726039
SHP10183,2026-01-01,North,Van,Low,234.4,14.0,8.09,9.02,878.05,0,1,0.5166217430368373,0.7222222222222222,0.5292981326464907,0.5368583474594688
SHP10184,2026-03-23,East,Bike,Low,143.5,9.0,5.77,5.82,627.59,0,1,0.31244384546271337,0.4444444444444444,0.32324533161622676,0.35542081395517305
SHP10185,2026-03-27,West,Bike,Low,347.9,8.0,9.76,11.28,1003.05,0,1,0.7715633423180592,0.3888888888888889,0.6748229233741146,0.6274104982541544
SHP10186,2026-04-24,North,Van,High,298.4,6.0,8.57,10.45,910.97,0,1,0.660377358490566,0.2777777777777778,0.6213779781068899,0.5607061618927572
SHP10187,2026-01-28,North,Bike,Low,169.4,3.0,5.69,4.96,542.72,1,0,0.37061994609164417,0.1111111111111111,0.26786864133934324,0.29393952565161324
SHP10188,2026-01-29,West,Van,Medium,44.3,12.0,4.09,7.4,389.84,0,1,0.08962264150943396,0.6111111111111112,0.4249839021249196,0.18319062314368087
SHP10189,2026-05-18,West,Bike,High,336.6,11.0,9.83,12.43,1015.46,0,1,0.7461814914645104,0.5555555555555556,0.7488731487443658,0.6364005157850509
SHP10190,2026-05-02,North,Van,High,119.6,1.0,4.49,5.19,466.24,0,1,0.25876010781671155,0.0,0.2826786864133935,0.23853609770939277
SHP10191,2026-05-27,South,Van,Low,421.7,8.0,11.23,10.77,1184.7,1,0,0.93733153638814,0.3888888888888889,0.6419832582099163,0.7590008837889918
SHP10192,2026-02-18,East,Bike,Low,110.0,6.0,4.8,3.33,543.82,1,0,0.23719676549865226,0.2777777777777778,0.16291049581455253,0.2947363845786065
SHP10193,2026-06-29,North,Van,Low,57.0,4.0,3.54,3.98,294.29,0,1,0.11814914645103324,0.16666666666666666,0.20476497102382488,0.11397255907622318
SHP10194,2026-02-19,South,Van,Low,374.3,14.0,10.89,10.8,1208.56,1,0,0.8308625336927223,0.7222222222222222,0.6439150032195751,0.7762854783326812
SHP10195,2026-04-28,South,Van,Low,70.7,10.0,4.41,4.11,563.21,1,0,0.14892183288409702,0.5,0.21313586606567939,0.3087828342098781
SHP10196,2026-01-30,East,Van,Medium,82.3,13.0,4.95,5.32,487.48,0,1,0.17497753818508532,0.6666666666666666,0.291049581455248,0.25392271917242576
SHP10197,2026-06-15,South,Bike,High,270.5,14.0,8.81,11.7,881.7,0,1,0.5977088948787062,0.7222222222222222,0.7018673535093368,0.5395024702626736
SHP10198,2026-03-01,South,Bike,Medium,393.8,19.0,11.78,12.1,1386.26,0,1,0.8746630727762803,1.0,0.7276239536381198,0.9050144159024064
SHP10199,2026-05-25,South,Bike,Medium,90.0,16.0,5.4,4.74,568.79,1,0,0.19227313566936205,0.8333333333333334,0.2537025112685126,0.31282508222135286
SHP10200,2026-03-01,West,Van,Low,141.0,12.0,6.02,6.02,645.27,1,0,0.3068283917340521,0.6111111111111112,0.3361236316806182,0.36822851016357333
SHP10201,2026-05-23,North,Truck,High,350.3,17.0,10.71,13.69,1170.29,0,1,0.7769541778975741,0.8888888888888888,0.8300064391500322,0.7485620318453803
SHP10202,2026-03-23,North,Van,Medium,437.4,10.0,11.75,13.29,1274.35,0,1,0.9725965858041329,0.5,0.8042498390212492,0.8239448863389401
SHP10203,2026-01-12,North,Van,High,226.3,19.0,8.43,9.62,917.09,0,1,0.4984276729559748,1.0,0.5679330328396651,0.565139595195665
SHP10204,2026-02-04,West,Van,High,66.5,15.0,4.83,7.22,528.2,0,1,0.13948787061994608,0.7777777777777778,0.4133934320669672,0.28342098781530256
SHP10205,2026-05-04,West,Bike,Low,8.2,13.0,3.46,2.12,392.28,1,0,0.008535489667565135,0.6666666666666666,0.08499678042498392,0.18495820112719313
SHP10206,2026-02-04,East,Bike,Low,104.9,18.0,5.9,5.12,629.41,1,0,0.22574123989218325,0.9444444444444444,0.27817128139085645,0.35673925327074363
SHP10207,2026-02-19,North,Bike,Low,61.1,10.0,4.22,2.72,402.92,1,0,0.12735849056603774,0.5,0.12363168061815843,0.19266600020283683
SHP10208,2026-04-08,West,Truck,Medium,305.6,14.0,9.51,11.9,1028.69,0,1,0.6765498652291105,0.7222222222222222,0.7147456535737283,0.6459845554251604
SHP10209,2026-02-15,South,Truck,High,56.6,6.0,3.73,5.87,288.22,0,1,0.11725067385444743,0.2777777777777778,0.3264649066323246,0.10957534663363325
SHP10210,2026-01-24,West,Truck,Medium,228.8,19.0,8.48,10.03,946.34,0,1,0.5040431266846361,1.0,0.5943335479716677,0.5863287984816214
SHP10211,2026-04-23,South,Truck,Medium,313.0,12.0,9.46,11.77,1029.95,0,1,0.6931716082659478,0.6111111111111112,0.7063747585318738,0.6468973211051708
SHP10212,2026-05-05,West,Van,Medium,262.3,15.0,8.75,12.72,949.08,0,1,0.5792902066486972,0.7777777777777778,0.7675466838377335,0.588313701627041
SHP10213,2026-05-12,West,Van,Low,91.5,9.0,4.73,2.43,471.09,1,0,0.19564240790655882,0.4444444444444444,0.10495814552479076,0.24204952116022657
SHP10214,2026-06-19,North,Van,Low,362.2,17.0,10.94,10.48,1221.94,1,0,0.8036837376460018,0.8888888888888888,0.6233097231165486,0.7859781805537445
SHP10215,2026-01-23,East,Bike,Medium,322.5,2.0,8.65,8.73,835.99,0,1,0.7145103324348607,0.05555555555555555,0.5106245975531231,0.5063893597600729
SHP10216,2026-03-18,South,Truck,Medium,333.1,3.0,8.96,8.83,937.92,1,0,0.7383198562443846,0.1111111111111111,0.5170637475853188,0.5802292056040914
SHP10217,2026-02-12,South,Bike,Medium,60.7,10.0,4.21,3.36,498.16,1,0,0.12646001796945192,0.5,0.1648422408242112,0.26165949493632373
SHP10218,2026-06-12,South,Van,Low,57.4,14.0,4.55,3.83,477.38,1,0,0.11904761904761904,0.7222222222222222,0.19510624597553128,0.24660610538821515
SHP10219,2026-04-08,East,Truck,Medium,417.5,16.0,11.95,11.86,1348.33,1,0,0.9278975741239892,0.8333333333333334,0.71216999356085,0.8775372712652669
SHP10220,2026-01-18,South,Van,Low,180.1,9.0,6.5,6.65,667.44,0,1,0.3946540880503144,0.4444444444444444,0.37669027688345147,0.38428883962851884
SHP10221,2026-05-05,East,Van,High,136.8,13.0,6.04,7.86,671.41,0,1,0.29739442946990113,0.6666666666666666,0.45460399227302006,0.387164775937758
SHP10222,2026-01-08,East,Van,Low,220.9,11.0,7.52,7.96,874.44,0,1,0.48629829290206644,0.5555555555555556,0.4610431423052158,0.5342432013445183
SHP10223,2026-02-19,West,Van,Low,299.0,19.0,9.88,10.68,1142.69,0,1,0.6617250673854447,1.0,0.6361880231809401,0.7285681169499137
SHP10224,2026-05-10,West,Bike,Medium,430.1,13.0,11.9,13.78,1220.42,0,1,0.956199460916442,0.6666666666666666,0.8358016741790084,0.7848770664000811
SHP10225,2026-04-02,North,Van,Medium,130.3,8.0,5.41,5.44,571.09,0,1,0.2827942497753818,0.3888888888888889,0.2987765614938829,0.3144912417959751
SHP10226,2026-05-17,West,Truck,Medium,416.3,19.0,12.23,15.86,1433.34,0,1,0.9252021563342318,1.0,0.96973599484868,0.9391199779777168
SHP10227,2026-04-13,North,Truck,Medium,13.1,3.0,2.56,2.91,192.85,0,1,0.019541778975741237,0.1111111111111111,0.13586606567933038,0.04048767766331985
SHP10228,2026-06-01,East,Van,High,250.7,19.0,8.91,9.0,1058.34,0,1,0.5532345013477088,1.0,0.5280103026400516,0.6674635255936597
SHP10229,2026-04-12,South,Truck,Medium,286.0,3.0,8.02,7.61,772.14,1,0,0.6325247079964061,0.1111111111111111,0.4385061171925307,0.4601353211341475
SHP10230,2026-01-11,East,Van,Medium,49.4,6.0,3.59,1.9,269.83,1,0,0.10107816711590295,0.2777777777777778,0.07083065035415326,0.09625331420871906
SHP10231,2026-01-13,East,Bike,Medium,64.9,16.0,4.9,5.38,557.13,0,1,0.13589398023360288,0.8333333333333334,0.2949130714745654,0.30437837759522457
SHP10232,2026-05-20,West,Bike,Low,189.8,14.0,7.2,6.96,710.52,1,0,0.4164420485175202,0.7222222222222222,0.3966516419832583,0.4154967328783993
SHP10233,2026-01-07,South,Bike,Medium,434.9,19.0,12.6,13.43,1407.99,0,1,0.9669811320754716,1.0,0.8132646490663233,0.9207560017965546
SHP10234,2026-03-09,West,Truck,Low,269.0,15.0,8.88,11.19,1039.71,0,1,0.5943396226415094,0.7777777777777778,0.6690276883451385,0.6539676330392199
SHP10235,2026-01-03,South,Van,Medium,420.0,13.0,11.7,13.5,1192.06,0,1,0.9335130278526504,0.6666666666666666,0.8177720540888603,0.7643325944277828
SHP10236,2026-02-24,North,Bike,Low,362.4,7.0,9.95,10.89,985.7,0,1,0.8041329739442946,0.3333333333333333,0.6497102382485512,0.6148418597238521
SHP10237,2026-04-18,South,Van,High,211.4,1.0,6.33,6.99,556.64,0,1,0.4649595687331536,0.0,0.398583386992917,0.3040234131641094
SHP10238,2026-02-01,East,Van,Medium,353.6,3.0,9.37,9.12,949.07,1,0,0.784366576819407,0.1111111111111111,0.5357372826786864,0.5883064574549774
SHP10239,2026-03-25,East,Van,High,10.0,6.0,2.8,4.18,233.54,0,1,0.012578616352201255,0.2777777777777778,0.21764327108821638,0.06996421379000592
SHP10240,2026-06-29,West,Bike,Medium,50.9,1.0,3.12,3.44,312.94,0,1,0.10444743935309972,0.0,0.1699935608499678,0.12748293997479027
SHP10241,2026-01-13,North,Truck,Low,373.6,10.0,10.47,8.66,1164.87,1,0,0.8292902066486972,0.5,0.5061171925305861,0.7446356905869227
SHP10242,2026-01-12,South,Bike,High,359.0,15.0,10.68,12.78,1202.09,0,1,0.7964959568733153,0.7777777777777778,0.7714101738570509,0.7715984990075483
SHP10243,2026-02-18,West,Bike,Medium,106.2,19.0,6.02,6.66,702.19,0,1,0.2286612758310871,1.0,0.37733419188667106,0.40946233754944145
SHP10244,2026-05-29,South,Van,Medium,239.8,10.0,7.8,8.29,845.26,0,1,0.5287511230907457,0.5,0.4822923374114617,0.5131047072630068
SHP10245,2026-03-15,North,Bike,Medium,273.5,17.0,9.17,9.22,988.91,0,1,0.6044474393530997,0.8888888888888888,0.5421764327108822,0.6171672389562596
SHP10246,2026-04-26,West,Van,Medium,390.7,19.0,11.71,12.37,1360.11,0,1,0.8676999101527403,1.0,0.7450096587250483,0.8860709059561581
SHP10247,2026-01-07,South,Truck,High,272.2,17.0,9.14,11.09,974.8,0,1,0.6015274034141959,0.8888888888888888,0.6625885383129427,0.6069457121745555
SHP10248,2026-05-13,West,Van,Medium,186.8,9.0,6.64,7.33,730.55,0,1,0.40970350404312667,0.4444444444444444,0.42047649710238255,0.4300068095217397
SHP10249,2026-01-13,West,Bike,Low,169.6,7.0,6.09,6.47,672.5,0,1,0.371069182389937,0.3333333333333333,0.3650998068254991,0.38795439069268767
SHP10250,2026-05-09,West,Van,Medium,192.8,19.0,7.76,9.75,895.65,0,1,0.42318059299191374,1.0,0.5763039278815196,0.5496080902913605
SHP10251,2026-01-27,East,Van,Medium,294.1,5.0,8.38,8.81,849.09,0,1,0.6507187780772686,0.2222222222222222,0.5157759175788796,0.515879225163356
SHP10252,2026-06-04,West,Truck,High,390.6,8.0,10.61,12.34,1141.33,0,1,0.8674752920035939,0.3888888888888889,0.7430779137153897,0.7275829095492675
SHP10253,2026-02-23,West,Van,Medium,205.3,2.0,6.31,7.28,478.89,0,1,0.4512578616352201,0.05555555555555555,0.4172569220862847,0.24769997536981495
SHP10254,2026-02-03,South,Van,Medium,113.0,16.0,5.86,7.1,670.2,0,1,0.24393530997304577,0.8333333333333334,0.4056664520283323,0.3862882311180655
SHP10255,2026-03-02,North,Truck,High,108.0,13.0,5.46,6.68,586.5,0,1,0.23270440251572325,0.6666666666666666,0.37862202189311017,0.32565451094594394
SHP10256,2026-01-01,South,Van,Medium,336.2,2.0,8.92,10.58,893.36,0,1,0.7452830188679245,0.05555555555555555,0.6297488731487444,0.5479491748888019
SHP10257,2026-01-30,East,Bike,Medium,367.8,5.0,9.86,11.85,1050.95,0,1,0.816262353998203,0.2222222222222222,0.7115260785576304,0.6621100824386781
SHP10258,2026-04-18,East,Van,Medium,49.2,11.0,4.08,5.83,422.88,0,1,0.10062893081761007,0.5555555555555556,0.3238892466194463,0.20712536764173217
SHP10259,2026-02-24,North,Bike,Low,31.8,11.0,3.74,5.18,336.65,0,1,0.06154537286612757,0.5555555555555556,0.2820347714101739,0.14465887193752622
SHP10260,2026-03-05,East,Truck,Medium,268.3,16.0,8.97,8.93,991.9,1,0,0.5927672955974843,0.8333333333333334,0.5235028976175145,0.6193332464032685
SHP10261,2026-05-26,North,Truck,Low,67.5,6.0,3.95,3.44,379.54,1,0,0.1417340521114106,0.2777777777777778,0.1699935608499678,0.1757291259181988
SHP10262,2026-01-23,East,Truck,Low,371.4,18.0,11.23,11.63,1266.25,0,1,0.8243486073674752,0.9444444444444444,0.6973599484867998,0.8180771069674446
SHP10263,2026-03-13,East,Truck,Medium,141.0,9.0,5.72,6.11,599.49,0,1,0.3068283917340521,0.4444444444444444,0.3419188667095944,0.3350646904565277
SHP10264,2026-02-03,East,Bike,Medium,66.5,16.0,4.93,4.68,601.07,1,0,0.13948787061994608,0.8333333333333334,0.24983902124919513,0.33620926964257253
SHP10265,2026-03-28,South,Van,High,414.6,10.0,10.79,11.38,1073.25,0,1,0.9213836477987422,0.5,0.6812620734063105,0.6782645861404499
SHP10266,2026-03-01,South,Van,Low,76.2,1.0,3.62,3.12,313.55,1,0,0.16127583108715182,0.0,0.14938828074694144,0.12792483447066835
SHP10267,2026-01-09,East,Truck,Low,129.6,2.0,4.79,3.47,499.17,1,0,0.28122192273135665,0.05555555555555555,0.17192530585962656,0.2623911563147448
SHP10268,2026-01-13,East,Bike,High,70.8,8.0,4.22,5.83,341.7,0,1,0.14914645103324345,0.3888888888888889,0.3238892466194463,0.14831717882963155
SHP10269,2026-06-03,West,Van,Low,53.7,19.0,4.97,3.8,588.22,1,0,0.11073674752920036,1.0,0.19317450096587255,0.3269005085408788
SHP10270,2026-01-11,South,Van,Low,11.5,1.0,2.33,0.8,136.96,1,0,0.01594788858939802,0.0,0.0,0.0
SHP10271,2026-05-21,South,Bike,Low,26.8,8.0,3.34,3.01,306.28,1,0,0.05031446540880502,0.3888888888888889,0.1423052157115261,0.1226583213804494
SHP10272,2026-06-14,South,Bike,Medium,80.2,3.0,3.9,4.31,309.72,0,1,0.17026055705300985,0.1111111111111111,0.22601416613007086,0.1251503165703192
SHP10273,2026-03-25,East,Bike,High,25.9,18.0,4.32,6.57,493.35,0,1,0.04829290206648697,0.9444444444444444,0.3715389568576949,0.2581750481737442
SHP10274,2026-02-26,North,Truck,Medium,266.8,13.0,8.64,11.89,1023.82,0,1,0.5893980233602876,0.6666666666666666,0.7141017385705088,0.6424566436301995
SHP10275,2026-05-20,South,Truck,Medium,307.0,15.0,9.64,10.93,1008.5,0,1,0.6796945193171609,0.7777777777777778,0.6522858982614296,0.6313585720288027
SHP10276,2026-06-26,North,Van,Low,178.3,14.0,6.97,7.38,711.63,0,1,0.3906109613656783,0.7222222222222222,0.4236960721184804,0.4163008359774561
SHP10277,2026-01-22,East,Bike,Medium,144.5,13.0,6.19,5.59,613.31,1,0,0.31469002695417786,0.6666666666666666,0.3084352865421765,0.34507613624838807
SHP10278,2026-06-23,West,Van,Medium,226.3,15.0,8.06,7.45,969.33,1,0,0.4984276729559748,0.7777777777777778,0.4282034771410175,0.6029831500557801
SHP10279,2026-06-19,West,Bike,Low,394.0,1.0,9.98,11.82,983.99,0,1,0.8751123090745732,0.0,0.7095943335479717,0.6136031063009808
SHP10280,2026-01-26,South,Van,Low,383.3,17.0,11.37,10.74,1268.11,1,0,0.851078167115903,0.8888888888888888,0.6400515132002577,0.8194245229712694
SHP10281,2026-01-10,North,Truck,Low,21.5,15.0,3.93,2.33,419.17,1,0,0.03840970350404312,0.7777777777777778,0.09851899549259499,0.20443777980614597
SHP10282,2026-05-09,North,Bike,Low,83.3,15.0,5.17,4.81,530.76,1,0,0.17722371967654982,0.7777777777777778,0.2582099162910496,0.2852754958635777
SHP10283,2026-01-14,North,Truck,Medium,108.1,8.0,4.96,5.26,491.24,0,1,0.23292902066486967,0.3888888888888889,0.2871860914359305,0.2566465278683299
SHP10284,2026-04-19,West,Bike,Medium,226.3,16.0,5.87,5.45,768.76,1,0,0.4984276729559748,0.8333333333333334,0.29942047649710246,0.4576867909766592
SHP10285,2026-01-12,West,Van,Low,257.9,8.0,7.96,7.56,894.02,1,0,0.5694070080862532,0.3888888888888889,0.43528654217643276,0.5484272902449978
SHP10286,2026-05-05,East,Truck,Medium,188.5,1.0,5.87,7.66,514.32,0,1,0.4135220125786163,0.0,0.44172569220862856,0.2733660769910607
SHP10287,2026-02-11,North,Van,Medium,24.1,18.0,4.28,3.81,526.16,1,0,0.044249775381850855,0.9444444444444444,0.1938184159690921,0.2819431767143333
SHP10288,2026-01-18,North,Van,Medium,169.4,5.0,5.89,4.83,545.26,1,0,0.37061994609164417,0.2222222222222222,0.2594977462974888,0.29577954535576123
SHP10289,2026-01-12,West,Van,High,236.6,2.0,6.93,9.73,596.58,0,1,0.5215633423180592,0.05555555555555555,0.5750160978750806,0.3329566363860274
SHP10290,2026-02-03,South,Van,Medium,47.5,12.0,4.15,5.04,486.38,0,1,0.09681042228212039,0.6111111111111112,0.2730199613650999,0.2531258602454325
SHP10291,2026-04-08,North,Van,High,375.4,5.0,10.01,11.46,1088.08,0,1,0.8333333333333333,0.2222222222222222,0.6864133934320671,0.6890076933107314
SHP10292,2026-01-14,North,Truck,Low,25.3,17.0,4.21,2.06,528.73,1,0,0.04694519317160826,0.8888888888888888,0.08113329040566647,0.283804928934672
SHP10293,2026-05-25,South,Truck,Medium,416.3,9.0,11.23,11.51,1176.72,0,1,0.9252021563342318,0.4444444444444444,0.6896329684481649,0.7532200344822589
SHP10294,2026-04-19,East,Truck,Low,46.4,1.0,3.03,2.29,232.58,1,0,0.09433962264150943,0.0,0.09594333547971669,0.06926877327190276
SHP10295,2026-02-23,West,Van,Medium,379.9,19.0,11.5,14.0,1331.52,0,1,0.8434411500449236,1.0,0.8499678042498391,0.8653598180263977
SHP10296,2026-06-27,South,Van,Medium,406.4,10.0,11.13,11.09,1211.7,1,0,0.902964959568733,0.5,0.6625885383129427,0.7785601483606438
SHP10297,2026-04-29,East,Van,Low,440.8,5.0,11.32,11.5,1162.05,0,1,0.9802336028751123,0.2222222222222222,0.6889890534449453,0.7425928340649947
SHP10298,2026-05-01,North,Bike,Medium,361.3,13.0,10.53,12.33,1076.0,0,1,0.8016621743036837,0.6666666666666666,0.7424339987121701,0.680256733457933
SHP10299,2026-02-01,North,Bike,Low,351.2,11.0,10.12,7.71,1095.76,1,0,0.7789757412398921,0.5555555555555556,0.44494526722472644,0.6945712174555569
SHP10300,2026-05-08,North,Van,Low,289.8,1.0,7.9,8.9,824.12,0,1,0.6410601976639713,0.0,0.5215711526078558,0.4977905275206096
SHP10301,2026-04-11,West,Truck,Low,351.0,15.0,10.52,9.5,1108.31,1,0,0.7785265049415993,0.7777777777777778,0.5602060528010303,0.7036626533953434
SHP10302,2026-06-27,East,Van,Medium,62.3,8.0,4.05,4.71,429.8,0,1,0.13005390835579514,0.3888888888888889,0.25177076625885386,0.21213833470972604
SHP10303,2026-03-28,West,Van,Low,242.2,14.0,8.24,8.53,919.76,0,1,0.5341419586702605,0.7222222222222222,0.49774629748873156,0.5670737891366395
SHP10304,2026-05-03,North,Van,Medium,232.4,18.0,8.45,10.52,989.04,0,1,0.5121293800539083,0.9444444444444444,0.625885383129427,0.617261413193086
SHP10305,2026-03-03,North,Van,Low,386.2,12.0,10.92,11.83,1224.88,0,1,0.85759209344115,0.6111111111111112,0.7102382485511913,0.7881079671404355
SHP10306,2026-01-08,West,Truck,Medium,209.3,13.0,7.49,5.6,783.21,1,0,0.4602425876010781,0.6666666666666666,0.30907920154539603,0.4681546196085249
SHP10307,2026-01-24,North,Bike,High,174.5,5.0,5.99,6.81,521.14,0,1,0.3820754716981132,0.2222222222222222,0.3869929169349646,0.2783066023384187
SHP10308,2026-06-06,North,Van,Medium,288.5,5.0,8.27,9.16,820.69,0,1,0.6381401617250674,0.2222222222222222,0.5383129426915647,0.4953057765028035
SHP10309,2026-05-13,East,Truck,Medium,121.4,8.0,5.23,5.44,571.09,0,1,0.2628032345013477,0.3888888888888889,0.2987765614938829,0.3144912417959751
SHP10310,2026-03-07,East,Bike,High,64.6,17.0,4.99,7.2,543.73,0,1,0.1352201257861635,0.8888888888888888,0.4121056020605281,0.2946711870300343
SHP10311,2026-05-06,North,Bike,High,216.1,10.0,7.32,10.07,744.19,0,1,0.47551662174303677,0.5,0.596909207984546,0.4398878602164559
SHP10312,2026-01-01,South,Truck,Medium,188.8,7.0,6.48,7.7,579.4,0,1,0.41419586702605565,0.3333333333333333,0.44430135222150685,0.3205111487808058
SHP10313,2026-01-07,East,Van,High,106.2,15.0,5.62,7.12,702.51,0,1,0.2286612758310871,0.7777777777777778,0.4069542820347715,0.4096941510554758
SHP10314,2026-04-02,South,Truck,High,166.6,17.0,7.03,6.91,829.68,1,0,0.3643306379155435,0.8888888888888888,0.39343206696716043,0.5018182871879572
SHP10315,2026-04-23,South,Van,Medium,166.1,18.0,7.12,7.35,844.07,0,1,0.36320754716981124,0.9444444444444444,0.42176432710882167,0.5122426507874415
SHP10316,2026-06-18,North,Bike,Medium,148.7,6.0,5.57,6.48,598.69,0,1,0.32412398921832875,0.2777777777777778,0.3657437218287187,0.33448515669144174
SHP10317,2026-05-17,South,Van,Low,172.0,14.0,6.84,5.5,776.35,1,0,0.3764600179694519,0.7222222222222222,0.30264005151320034,0.46318511757291253
SHP10318,2026-02-16,West,Truck,Low,309.2,12.0,9.38,10.21,1005.25,0,1,0.6846361185983827,0.6111111111111112,0.6059240180296201,0.629004216108141
SHP10319,2026-05-27,East,Van,Medium,135.0,9.0,5.6,7.08,571.63,0,1,0.293351302785265,0.4444444444444444,0.4043786220218932,0.31488242708740816
SHP10320,2026-03-30,West,Van,Medium,427.1,8.0,11.34,12.59,1184.38,0,1,0.9494609164420486,0.3888888888888889,0.759175788795879,0.7587690702829574
SHP10321,2026-05-29,North,Bike,Medium,412.5,3.0,10.55,8.16,1200.06,1,0,0.9166666666666666,0.1111111111111111,0.4739214423696073,0.7701279320786426
SHP10322,2026-02-01,North,Truck,Medium,217.4,6.0,6.95,6.15,731.3,1,0,0.47843665768194066,0.2777777777777778,0.3444945267224727,0.4305501224265078
SHP10323,2026-01-05,East,Van,Medium,149.1,11.0,6.08,8.71,625.15,0,1,0.32502246181491457,0.5555555555555556,0.509336767546684,0.35365323597166076
SHP10324,2026-01-11,North,Bike,High,241.9,17.0,8.54,10.01,979.13,0,1,0.5334681042228212,0.8888888888888888,0.5930457179652286,0.6100824386780834
SHP10325,2026-06-28,East,Bike,Low,382.2,17.0,11.34,9.55,1221.35,1,0,0.848607367475292,0.8888888888888888,0.5634256278171282,0.7855507744019935
SHP10326,2026-01-15,West,Van,Low,294.4,4.0,8.29,9.58,907.38,0,1,0.6513926325247079,0.16666666666666666,0.5653573728267869,0.5581055041219338
SHP10327,2026-06-19,South,Truck,Medium,362.4,13.0,10.55,11.63,1121.53,0,1,0.8041329739442946,0.6666666666666666,0.6973599484867998,0.7132394488633893
SHP10328,2026-05-11,East,Truck,High,240.7,2.0,7.01,10.0,708.09,0,1,0.5307726864330637,0.05555555555555555,0.5924018029620091,0.4137363990669506
SHP10329,2026-01-27,East,Truck,High,285.5,13.0,9.01,11.41,1030.07,0,1,0.6314016172506738,0.6666666666666666,0.6831938184159692,0.6469842511699336
SHP10330,2026-06-05,North,Van,High,131.1,7.0,5.32,7.46,551.73,0,1,0.2845911949685534,0.3333333333333333,0.42884739214423706,0.3004665246808942
SHP10331,2026-01-26,West,Van,High,331.2,9.0,9.52,12.04,1014.89,0,1,0.7340521114106019,0.4444444444444444,0.7237604636188023,0.6359875979774271
SHP10332,2026-01-26,North,Bike,Low,92.7,14.0,5.25,5.71,576.43,0,1,0.19833782569631622,0.7222222222222222,0.31616226658081137,0.318359629677924
SHP10333,2026-04-14,West,Bike,Medium,313.3,9.0,9.17,12.55,968.72,0,1,0.6938454627133872,0.4444444444444444,0.7566001287830008,0.602541255559902
SHP10334,2026-02-21,East,Bike,Low,387.6,16.0,11.35,12.8,1234.77,0,1,0.8607367475292004,0.8333333333333334,0.7726980038634902,0.795272453311311
SHP10335,2026-02-22,North,Bike,Medium,61.2,11.0,4.32,2.94,432.41,1,0,0.1275831087151842,0.5555555555555556,0.13779781068898905,0.21402906361831908
SHP10336,2026-02-05,East,Bike,High,277.2,19.0,9.44,12.13,1138.42,0,1,0.6127583108715183,1.0,0.7295556986477786,0.7254748554787673
SHP10337,2026-04-20,North,Bike,Low,44.6,13.0,4.19,5.01,447.24,0,1,0.09029649595687331,0.6666666666666666,0.2710882163554411,0.22477217078860054
SHP10338,2026-01-05,East,Bike,Medium,327.1,6.0,9.14,11.31,912.26,0,1,0.7248427672955975,0.2777777777777778,0.6767546683837734,0.5616406600889584
SHP10339,2026-02-14,West,Truck,Low,39.9,15.0,4.3,3.42,454.55,1,0,0.0797394429469901,0.7777777777777778,0.1687057308435287,0.2300676605670738
SHP10340,2026-04-10,West,Truck,Low,421.3,8.0,11.23,12.8,1240.38,0,1,0.9364330637915543,0.3888888888888889,0.7726980038634902,0.7993364338389766
SHP10341,2026-03-29,West,Van,Low,63.6,11.0,4.37,4.95,488.32,0,1,0.132973944294699,0.5555555555555556,0.2672247263361237,0.2545312296257661
